Entrez_Gene_Id,TCGA-D3-A1Q5-06,TCGA-D3-A1Q6-06,TCGA-D3-A1Q7-06,TCGA-D3-A1Q9-06,TCGA-D3-A1QA-06,TCGA-D3-A2JN-06,TCGA-D3-A2JP-06,TCGA-D3-A3CB-06,TCGA-D3-A3CE-06,TCGA-D3-A3MR-06,TCGA-D3-A51T-06,TCGA-D3-A8GB-06,TCGA-D3-A8GM-06,TCGA-D9-A148-06,TCGA-DA-A1HW-06,TCGA-DA-A1I4-06,TCGA-DA-A1IB-06,TCGA-DA-A3F5-06,TCGA-EE-A20F-06,TCGA-EE-A29C-06,TCGA-EE-A29H-06,TCGA-EE-A29T-06,TCGA-EE-A29W-06,TCGA-EE-A2GS-06,TCGA-EE-A2M5-06,TCGA-EE-A2M8-06,TCGA-EE-A2MP-06,TCGA-EE-A3AB-06,TCGA-EE-A3AD-06,TCGA-EE-A3AF-06,TCGA-EE-A3AG-06,TCGA-ER-A198-06,TCGA-ER-A19E-06,TCGA-ER-A19G-06,TCGA-ER-A19H-06,TCGA-ER-A19J-06,TCGA-ER-A19M-06,TCGA-ER-A19O-06,TCGA-ER-A19Q-06,TCGA-ER-A2NG-06,TCGA-FR-A44A-06,TCGA-FR-A729-06,TCGA-FW-A3TV-06,TCGA-GF-A4EO-06,TCGA-GF-A6C9-06,TCGA-GN-A26A-06,TCGA-GN-A4U7-06,TCGA-GN-A4U8-06,TCGA-GN-A9SD-06,TCGA-W3-AA1O-06,TCGA-W3-AA1Q-06,TCGA-WE-A8K5-06,TCGA-WE-A8K6-06,TCGA-WE-A8ZQ-06,TCGA-WE-AAA4-06,TCGA-YG-AA3O-06
1465.0,-0.454,-0.6593,-0.4248,-3.2133,0.1345,-1.3902,0.585,-1.4758,1.6715,0.0814,1.1631,0.8052,-1.3153,-1.2044,0.8069,-0.5589,-0.1643,0.206,0.3313,-0.5561,-1.168,2.8373,0.2717,1.445,-0.5956,0.0817,2.4853,0.8099,0.8435,-1.3057,0.1765,-1.4442,-1.1945,-1.029,-0.4007,-2.0627,-1.0113,0.2148,-1.3021,-0.0686,0.4289,0.6097,0.6946,-0.2044,-0.5358,0.829,-0.2649,-0.0325,2.5787,-1.6558,0.6942,0.7298,2.7984,-0.0523,0.9025,0.2148
57325.0,0.5808,-0.1744,-0.3635,-1.4624,-0.5549,-1.3378,-0.8584,1.1005,-0.7847,-1.8828,0.1288,-1.5014,0.9815,1.0039,-0.5027,-1.3606,-1.2767,0.5189,-0.2236,0.53,-0.0649,1.3172,0.2334,0.2344,0.2253,0.6519,0.9507,-0.9189,0.9527,0.8587,-0.7341,-0.1772,-1.6119,0.1429,-2.1662,2.375,0.9462,-2.1444,-0.3918,-0.3602,-0.2617,1.6251,0.6188,-0.4327,-1.2843,-0.5775,-0.3023,-0.1145,0.6427,-0.1438,-0.2894,-0.1365,0.2369,0.7964,0.1681,-0.6997
1474.0,0.818,-0.1821,-0.66,-0.7295,-1.0261,-0.7711,-0.3435,-0.4616,-1.0261,-0.3241,0.0719,-0.3364,-0.6154,-0.8796,-1.0261,0.8233,0.7111,-0.6846,-0.4071,-0.7682,-0.4247,-0.861,-1.0261,-0.8739,-0.8508,-0.3344,-0.7442,-0.7687,-0.4114,-0.0143,0.2627,-0.8807,-1.0261,-0.003,-0.8879,-0.5054,-0.4908,0.1916,-0.346,0.3736,-0.5501,-0.673,-1.0261,-0.457,-0.0742,0.1708,-1.0261,-0.6807,-0.8257,-1.0261,-1.0261,-0.6892,0.7502,-1.0261,0.3136,-0.8555
1476.0,-1.9812,-0.857,0.2423,1.1181,0.1226,-1.0868,0.4228,-0.3538,-1.0946,0.6131,-0.3653,1.9544,0.6986,-0.7438,-0.1535,1.5331,0.7253,-0.9259,0.8711,0.9058,0.0248,-0.8332,-2.201,-0.4585,0.4078,-0.5134,-0.3699,-0.728,0.432,0.1501,-0.8283,-0.1361,-0.9102,-0.063,-1.2122,-0.9777,-0.4181,1.6319,0.5723,1.7961,0.1707,-0.604,1.1992,-0.1088,0.7992,-0.4022,1.403,0.6825,-0.5386,1.1695,-0.4527,-0.2065,-0.1125,-1.7701,2.0721,-0.4006
1477.0,0.2167,-0.3723,-1.1702,0.941,-0.3089,-1.5097,-1.1959,0.8553,-0.7169,-0.9771,-0.8,-0.8945,0.149,1.32,-0.0634,0.2421,-1.3799,-1.0391,0.0502,-0.4333,0.2814,0.1897,-0.2799,0.4455,1.2244,-0.7819,1.1859,-1.8158,1.6027,0.0527,1.7928,-0.5719,0.9858,-0.2162,-0.9469,0.0462,1.445,-2.3779,1.3591,0.1695,0.0794,0.9466,0.4131,-0.7101,-0.7455,-1.3257,1.2259,-0.9657,1.6283,-0.779,-1.2025,-0.787,0.4116,0.5888,0.0501,0.7042
128817.0,0.1045,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-0.4066,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,4.4129,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,0.0458,-1.6188,-1.6188,-1.6188,-0.331,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188,-1.6188
196993.0,-1.8076,-1.8076,-0.8662,-1.8076,-1.8076,-0.1951,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-0.878,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-0.699,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-0.1293,-1.8076,-1.8076,-0.6572,-0.9337,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-1.8076,-0.6795,-1.8076,-1.8076,-1.8076,-0.4563,1.8137,-1.8076
1488.0,2.1769,-0.7049,-0.8179,-0.4349,0.2955,0.4465,0.0687,0.2722,1.3179,0.3026,-0.0185,-0.41,-0.8801,0.5857,0.3171,-0.3974,-0.1861,-0.1031,-0.0693,0.7601,-0.0822,0.202,2.1884,-0.1281,0.6309,-1.0748,-0.204,-0.054,0.1646,-0.5552,-0.2817,0.5214,0.6338,0.029,0.5657,0.4753,0.5472,-0.9022,1.303,-0.4897,-0.0148,-0.5609,-1.1111,-0.6829,-0.4063,-0.6213,0.5349,-0.7213,-1.0117,0.21,0.843,-0.4928,-0.2171,0.0798,-2.0192,0.1965
10664.0,-0.2864,0.8525,-0.243,0.6256,-0.1307,-2.1659,-1.9855,0.2113,1.9488,-1.4943,1.0483,-1.8198,-1.3562,-1.5418,0.2531,-1.1162,0.7471,-0.3426,0.7759,0.5605,1.0401,0.8957,0.6337,1.4353,0.3853,0.3601,0.1946,-0.1486,0.1765,-0.3696,0.5023,0.2104,1.55,0.1576,0.6039,0.724,1.43,-0.6109,0.3704,0.937,-0.5019,1.4893,-0.2783,0.0506,-1.0516,-0.8929,-0.7662,-0.4921,0.8507,-0.8382,0.0917,0.0928,0.0741,0.2688,-0.3992,1.0484
10106.0,1.672,0.1193,-0.859,-0.7348,0.4508,-0.3812,-1.6331,-0.1665,1.2164,-1.807,0.5992,-0.6512,-1.4049,0.8088,1.2571,-0.5113,-0.4057,-0.0052,-0.1305,-0.9251,0.3705,0.1399,0.923,0.9406,-0.5718,0.5557,-0.7831,0.6529,0.1753,-0.3972,-0.1612,-0.1816,0.3983,-0.502,1.0681,0.2866,0.9172,0.9154,-0.293,-1.0417,-0.1885,0.507,-1.0769,-0.2105,0.555,0.8557,-1.8156,-1.2493,0.4787,-1.3675,-0.1806,-0.399,0.4346,0.0483,-0.1392,-0.5506
1489.0,0.6913,-0.6955,0.1383,-0.2438,-1.7102,0.3096,0.5318,-0.5885,-0.0107,0.0589,-1.4042,0.7315,-1.5844,1.7631,0.4601,0.3848,0.2279,-1.2882,-0.3903,-0.3429,0.2914,-0.6172,-0.1318,0.9967,0.3452,0.6282,-0.8778,-0.0008,-2.0856,1.3348,0.6093,-1.5179,0.1744,-0.6462,0.3916,-1.1551,0.1114,0.7109,0.9622,0.3204,-0.6686,0.0827,0.6551,0.5886,0.8752,0.1917,1.4413,1.0996,1.6428,-1.4204,-1.2706,0.3058,0.5038,0.8916,1.4045,-1.3418
1499.0,-0.8585,-1.4804,0.3366,0.709,1.1118,-2.4711,-1.0279,-0.1228,0.2364,-1.0531,1.0505,-1.8076,1.1437,1.5324,-0.43,0.8974,-1.0291,-1.6824,0.7909,1.4565,1.0899,-0.0552,-0.2694,0.2863,-1.221,-0.7018,0.3292,-0.3594,1.7376,1.5941,-0.7729,1.2348,0.8074,0.661,-0.6693,0.1557,0.8703,-0.6917,1.2549,0.4348,-1.1889,-1.5205,0.1841,-1.1156,-1.5917,-1.492,0.2724,-0.393,-0.1438,0.8997,0.0133,0.748,0.9612,0.154,-1.013,1.0292
56998.0,0.5636,-1.651,-0.299,-1.0951,-1.8339,2.1267,2.4091,1.0672,-0.1316,0.9378,0.1171,-0.6397,-2.8849,0.1702,0.2646,-0.7228,-1.3111,-1.3631,-1.9612,-0.8735,0.0245,0.5297,1.7182,0.3976,-1.7004,-0.1709,1.4631,-0.3661,-0.8226,-0.988,-1.5102,0.3221,0.1085,0.3289,2.1774,0.2859,-0.9386,0.343,0.0185,0.8306,0.378,-0.7346,-2.0261,0.0562,0.2883,-0.298,-1.0788,-0.0498,0.1183,-0.2445,-0.2553,0.4623,-0.8281,0.9561,-0.9967,-0.7985
56259.0,-0.0473,-0.7557,-0.6921,3.1451,0.2624,0.579,0.2921,0.5201,-0.4649,1.2752,-0.8743,1.4611,-0.509,1.2973,-1.0026,0.4556,-0.8061,-0.1542,-0.1071,-0.3349,-0.8985,0.0459,-0.3356,0.6586,1.553,0.3531,1.5073,-0.6676,-1.4951,0.296,1.6588,-0.3467,0.5845,-0.2793,-1.2513,0.076,-0.0174,-0.3056,1.0304,0.4981,-1.0927,0.8282,-1.1128,-0.4639,0.5772,-0.599,1.3078,-0.2606,0.5542,-1.9663,-1.3647,-0.7581,0.9722,1.333,2.2755,0.7622
1500.0,-0.6312,0.0232,-0.7014,0.0127,0.418,-1.6838,-0.8225,0.2118,0.1546,-0.8571,1.2976,-1.073,-0.7689,0.9982,-0.2244,0.0922,-1.117,-1.3068,0.3056,-0.5122,0.6398,-1.6133,0.1776,0.0033,-0.9152,-0.4965,0.0673,-1.7642,1.1533,1.0544,-0.8045,0.8961,0.4605,0.2008,1.16,0.5441,0.3444,0.4015,0.8448,-0.4859,-0.2765,1.1488,1.8449,-0.0444,-1.5515,-1.8048,-0.766,-0.4172,-0.2643,-0.4817,-0.4951,-0.2521,-0.4272,0.0207,0.5737,-1.2225
1501.0,1.844,-1.1255,0.1853,-1.1255,-0.4845,-1.1255,0.3303,0.802,-0.59,-0.742,-1.1255,0.253,2.8655,3.7914,-0.8613,0.056,0.8369,-0.5702,-0.9663,-0.8678,-0.9089,-0.8321,0.0229,0.2337,-1.1255,0.2659,0.0765,-0.6904,-0.8437,-1.1255,-1.1255,-1.1255,0.8965,-0.275,1.8222,-1.1255,-0.3161,-0.6981,0.035,0.7556,1.3308,-0.4696,3.117,0.3773,1.0587,-0.8963,2.7394,0.5748,-0.4014,-1.1255,-0.6963,-0.789,-1.1255,-0.912,0.5878,-0.7157
1497.0,-0.9609,-1.669,-0.3965,0.9404,-0.8884,-2.1028,-1.2058,-0.9412,-0.2856,-1.4549,-1.4216,-1.5772,0.9333,0.2903,-0.4564,-0.1142,-0.4713,-1.1466,0.7232,0.4642,0.939,-1.3846,-1.6674,-0.881,-1.2976,0.2299,-0.3957,0.0229,-0.2426,0.9725,1.9774,-0.7641,-0.0641,-0.845,-0.0764,0.251,-0.4803,1.3575,0.687,-0.7058,-1.1219,-0.7247,1.7896,-0.2103,-1.716,-1.0409,1.3383,-1.1753,0.2669,2.0509,-0.012,0.5805,-1.275,0.3139,1.587,1.1851
1506.0,-0.5564,-0.3688,-0.4168,-0.8072,-0.2488,1.0483,0.0844,-0.641,-0.0779,1.7223,0.6807,2.0247,-0.6599,-2.7174,-0.7963,-1.6712,1.3729,0.3626,0.0266,1.0418,0.0534,-1.0915,-0.8402,-1.851,-1.1801,0.6133,-0.5088,0.3869,-0.381,-1.7568,0.8004,-0.9779,0.6362,0.2021,0.4212,-1.5584,0.1418,-1.1504,-1.6835,-0.4912,0.5215,1.4176,-0.9569,0.9533,0.9747,-0.5194,-1.2139,1.4829,1.0384,-0.5489,-0.0637,0.5323,0.0318,1.2705,0.1202,-0.842
1075.0,-1.4095,1.9875,1.7369,-0.2856,-0.1641,1.9456,0.3166,1.4032,0.8123,0.7619,-0.7197,0.0511,0.2117,-0.6148,0.3239,0.7399,2.2524,0.5408,1.1858,-0.4392,-0.1391,1.5694,-0.5688,-0.5271,1.2787,1.6327,0.1653,0.9732,-3.0381,-0.4465,0.1506,-0.1339,0.2259,1.0481,0.7523,-0.0149,0.3302,0.5378,1.8824,1.0971,2.4233,1.593,-0.592,2.2081,1.1722,1.1441,-0.2896,1.3424,0.221,-0.6149,0.0917,-0.9698,1.016,-0.7167,0.0598,-0.764
1511.0,0.014,-1.0518,0.9126,-1.1457,1.1606,-0.332,0.1429,1.1634,-0.0726,-0.7024,-1.2097,2.3934,-1.1387,-0.0454,-1.3092,0.5523,2.7498,-1.2564,-0.2288,1.248,0.7393,0.0899,0.6886,0.1957,-0.7466,-1.1107,-0.7323,-0.4569,1.2485,-0.9779,1.3335,-0.8361,-1.47,-0.2395,0.3826,-0.0215,0.3036,-0.5466,2.2777,-0.0314,1.1751,-1.47,0.1982,-0.461,0.3731,-0.784,0.8338,-0.9634,0.6627,0.5601,-1.0002,-0.7785,2.6704,-0.7246,-0.7228,-1.2834
1515.0,0.0204,-2.3994,0.6973,1.9234,0.7635,-0.2598,-1.8264,0.2084,-2.2923,-1.481,-1.1398,0.1473,1.8333,0.0043,-0.0523,0.4806,-0.282,0.9024,0.1769,1.2706,0.297,-0.5249,-1.7005,-0.2439,-1.4363,-0.9477,0.1674,-2.0633,0.3144,-0.0033,0.1291,0.6577,1.8775,0.2134,0.4209,-1.0783,0.1201,-1.6816,-0.2495,1.4455,-0.7831,0.2106,0.6246,-1.3599,-1.8622,-2.2553,1.0543,0.6316,0.3035,1.743,-0.6686,-0.2147,-1.5624,1.8471,-1.7999,0.0997
1519.0,0.0253,0.1294,0.857,-2.3643,-0.7254,-0.8449,0.9191,0.997,0.2959,-0.3925,0.6218,0.6596,-1.1182,-0.2918,-1.0259,0.4608,0.8513,-1.585,-0.1016,-0.8996,0.5711,-0.4055,0.0235,-0.4222,-2.2268,1.0402,1.5839,0.6306,2.4656,0.3288,-2.8802,-0.2674,-1.508,-0.6173,0.8123,0.7145,0.5551,-0.8281,1.0385,0.2407,0.738,-0.0621,1.2909,0.7485,-0.1081,0.9134,-1.2,0.0691,0.279,-0.5831,0.7388,1.008,0.1896,1.4174,-0.2032,-0.589
8029.0,-0.3873,0.1692,-1.1952,0.4048,-0.5024,0.3907,-0.2008,-1.0458,-0.0061,0.5992,-0.3727,-0.7543,0.8237,0.7294,1.3279,-1.6626,-0.3238,0.3785,1.2714,-0.277,-0.297,-0.0737,-0.0142,-0.7569,-1.527,0.5613,-0.4664,1.7031,1.0178,-0.0427,-0.1457,-0.6828,0.531,0.9549,0.9079,1.7936,0.5666,-2.1473,-0.013,-0.7441,0.3104,1.3737,0.0897,-0.9198,-0.0457,-0.2921,0.6952,-0.6082,0.2226,-0.538,0.1975,0.2879,0.1154,0.5043,0.7739,0.3616
404093.0,0.6065,0.373,-1.531,-1.0263,0.2993,-0.3205,-1.4522,-0.0588,0.2457,-0.998,-0.7307,-0.0026,0.2552,-0.148,-0.9992,-0.6439,-0.9365,0.5162,-0.2004,0.3915,0.763,-0.383,1.0644,-0.51,-1.1278,-0.847,0.1367,-1.0445,-1.2508,0.6507,0.1205,-0.1624,2.2522,-0.0066,0.6632,-0.7867,-1.1416,1.3559,0.8375,0.1017,-0.4039,-0.9029,0.7799,-1.356,0.6563,-0.1005,-0.129,-1.2294,-0.9703,1.2631,-0.6341,0.3189,-0.0157,0.4552,0.8457,-1.3816
8454.0,0.3349,1.6477,-0.1265,-0.0519,-1.9133,0.4016,-0.0334,-0.1185,1.4308,0.1829,-1.0209,0.7258,1.1696,-0.8241,1.8393,0.5208,-0.268,2.0455,-0.4232,0.7831,1.6898,1.7161,0.2785,-0.3527,-0.3979,0.7809,-0.5326,1.8605,0.234,0.3817,-3.1924,0.8338,3.1164,-0.1481,-0.3909,0.5413,1.1474,-0.4448,0.8164,0.7059,1.037,-0.4969,0.0443,0.9242,0.0893,0.3861,0.1969,-0.9837,0.7523,1.2484,-1.4949,1.8863,0.0112,0.6313,-2.1327,2.5326
8452.0,0.8306,1.8435,0.1658,0.9619,0.5621,0.5679,-0.3135,0.0519,0.6192,-1.2643,-0.7578,-0.3485,-0.4342,1.3541,0.9191,0.6214,0.4834,0.5927,-0.113,-1.1869,0.26,1.572,1.1184,0.5528,0.3523,0.3941,-0.3463,0.2992,0.3589,-1.8372,1.5443,0.3931,1.5969,0.683,0.2664,0.0636,0.231,-1.8067,-0.7083,0.6638,-0.4838,-0.2116,0.504,0.1965,0.1228,-0.5054,-0.9139,0.7682,0.5536,0.1499,-0.1389,0.684,-0.1314,0.2187,-2.6369,0.352
1523.0,-0.0697,-2.4583,-0.8849,0.1209,-0.7015,-0.4031,0.2531,2.1896,0.613,-0.6211,-0.3748,1.5774,0.8609,0.0282,-0.0439,-0.1385,-0.2847,2.7299,-0.172,0.7805,0.5243,1.2651,0.4304,-0.5538,-0.391,-0.7064,-0.8362,0.1513,-1.1691,1.5408,-0.2576,0.2355,0.0197,-2.6874,-0.1415,1.4846,-0.0293,2.4238,-0.336,0.3847,0.1837,-0.4596,0.4431,0.2635,0.557,0.2012,0.5178,-1.2221,-0.8233,0.211,0.6662,0.502,0.2476,0.216,0.4554,1.3355
10283.0,0.1025,0.4892,0.419,-0.069,0.8975,0.7411,1.1745,-0.2689,2.8994,-0.482,0.7145,-0.0748,1.0207,-0.9322,-0.3161,0.3373,0.4175,0.4254,1.0767,-1.4993,-0.1117,0.2562,1.278,1.0303,1.4829,0.3601,-0.3118,-0.6286,-0.1565,-0.5829,1.31,0.2339,1.5348,0.1478,-0.4964,-0.0283,0.9595,-1.7581,-0.4914,0.044,-0.6026,0.4345,0.9192,0.5378,0.3439,0.013,-1.2192,0.6172,0.1652,0.3386,0.6469,0.1773,0.3021,1.6286,-3.8312,-0.7325
143884.0,0.6185,0.3735,0.2535,-0.4584,1.8118,0.1622,0.6391,0.715,1.0239,-0.1552,1.0758,-0.6813,-0.3842,-2.2974,-0.2032,0.8497,0.8069,0.2882,0.6114,-1.1788,-0.2823,0.7733,0.7441,0.9947,0.7064,1.0962,-0.3231,-0.2073,0.5835,-0.0557,0.7255,0.2327,1.2766,0.7647,0.5737,0.7073,-0.6149,-1.9191,-0.6028,-0.01,0.5236,1.2809,0.8289,0.9144,0.2454,-0.3148,-2.4077,0.2361,-0.3373,0.6497,0.7198,-0.0296,0.5295,0.972,-1.9216,-0.7264
646243.0,-1.2207,0.7611,-1.2207,-0.6802,-0.7991,-1.2207,-1.2207,-0.0945,-1.2207,-1.2207,-1.2207,0.2075,-1.2207,-0.3668,-0.7445,-0.6334,-1.2207,0.5796,-0.7045,-1.2207,-1.2207,-1.2207,-1.2207,-1.2207,-1.2207,-0.615,-1.2207,-1.2207,-0.3072,-1.2207,-0.7426,-1.2207,-1.2207,-1.2207,-1.2207,-1.2207,-1.2207,-1.2207,-0.2977,-1.2207,-1.2207,-1.2207,-1.2207,-0.3926,-1.2207,-1.2207,-1.2207,-0.58,-1.2207,-1.2207,-1.2207,-1.2207,-1.2207,-1.2207,-1.2207,-1.2207
3627.0,-0.5931,0.2191,1.7817,0.3025,0.2007,0.5372,0.7745,0.7465,1.0316,0.9486,0.365,1.2316,0.1931,0.1307,1.4616,-0.4637,1.0795,-1.3876,0.6758,-0.9497,-0.0634,0.0945,-1.447,0.9725,0.4736,1.569,0.8085,-0.4149,-0.9952,0.2422,-0.921,0.5616,-0.2024,1.6916,1.1839,-0.4343,1.5771,-0.3121,0.6469,1.1747,1.8031,1.4077,-0.4147,1.4317,0.6487,0.2206,-1.9765,1.2116,0.2954,-0.9128,0.3322,0.8768,-0.2206,-1.6517,1.3666,-0.3942
6387.0,-1.0232,-1.7147,1.0814,-0.1521,-0.3589,1.1255,0.8883,1.0483,0.4524,0.6185,-0.6244,0.929,0.6615,-0.1177,0.1314,1.5843,1.0388,-0.3874,-0.409,1.1804,-0.1836,0.5161,0.7753,-0.2735,-1.6485,1.6501,0.3089,0.4739,-1.4391,0.2518,-1.3004,-0.057,-0.6497,-0.6826,0.0902,0.6523,1.1154,0.9464,0.8811,0.2697,1.6622,-0.2093,0.7139,0.6682,0.3314,-0.0807,-1.5646,0.1788,1.4222,0.0442,0.2907,1.009,-1.0482,-0.3664,0.905,0.5587
9547.0,0.7149,-1.0627,1.0416,-1.295,-1.362,1.6456,-0.5334,0.3043,0.846,0.0698,-0.3877,1.6464,-0.3179,-0.835,-0.5021,-0.2507,1.3348,-0.8838,-0.8995,1.4656,-0.0341,-1.0446,1.2969,0.5115,-1.1587,0.8634,-0.9399,-1.7285,-0.742,0.393,-1.37,-0.9974,-0.6321,-0.421,0.5188,0.5731,-0.6257,0.4678,-0.0935,-0.5975,-1.8026,-0.473,-0.3739,-0.0016,0.6986,-1.6172,-1.6694,0.3378,0.6954,-0.5799,-0.4051,0.4877,-0.15,0.2309,-0.9518,-1.3549
58191.0,0.5667,0.228,1.2927,-0.6198,-1.3285,0.0459,-0.1915,1.6222,0.0016,0.3279,-0.9888,0.2248,-0.0103,-1.0593,0.1172,0.6722,1.2641,0.4419,-0.1756,-0.187,-0.0366,1.233,-0.5568,-0.7141,-0.8986,1.738,1.0996,1.8798,-0.4561,0.6443,-1.1477,0.3007,-0.5266,0.352,-0.9179,0.5505,0.0301,2.9309,1.0388,1.1661,1.3131,-0.0931,0.2131,0.6273,1.0642,1.1055,-1.4167,0.5607,0.4974,0.3055,-0.1366,-0.5657,-0.7299,-0.2862,2.423,-0.2617
284340.0,-0.9412,-0.0242,-0.9412,0.8184,-0.5133,0.1734,-0.3706,-0.6801,-0.3636,-0.9412,-0.6293,-0.9412,-0.7174,-0.5958,0.2481,-0.9412,1.5411,-0.0078,-0.5684,-0.6033,1.033,-0.9412,-0.9412,-0.5835,0.8831,-0.9412,-0.0574,-0.604,0.1962,-0.9412,-0.7478,-0.9412,0.8076,-0.9412,-0.9412,0.5619,-0.9412,-0.0602,-0.7321,0.8058,-0.9412,-0.9412,-0.7565,-0.9412,1.736,0.2685,0.0275,-0.9412,-0.4835,-0.9412,-0.9412,-0.6893,-0.9412,-0.4565,-0.3698,-0.9412
2921.0,-0.2386,1.9041,0.3893,-0.9067,-1.1435,-0.0785,-0.86,0.3997,0.9248,0.4997,0.5604,1.5065,0.7926,-0.1896,-0.1871,1.0298,1.0143,3.435,-0.363,-0.6641,-0.9467,0.0863,-1.2241,-1.2637,3.0525,-1.0124,-0.244,0.0103,-0.0368,-0.8393,0.7824,-0.9693,0.8408,-0.5136,-1.1245,0.1541,-0.3261,-0.871,-0.6939,-0.0776,-0.0748,-0.9775,-0.6725,1.0267,-0.2023,1.2372,-0.0486,-0.2039,1.0272,0.3708,-0.8684,-0.8355,0.384,-0.9534,2.4755,1.2179
6372.0,-1.1359,-0.6332,-0.2834,0.7027,-1.1359,-0.2447,-1.1359,-1.1359,1.0329,-1.1359,-1.1359,2.1607,-0.9113,0.6445,-1.1359,0.0439,1.2338,-0.0372,-1.1359,-0.2372,-1.1359,-1.1359,-0.7185,-0.7771,1.0637,0.0023,-1.1359,2.3279,0.1065,-0.696,2.9238,-0.9449,-0.0335,-1.1359,-0.6842,0.372,-0.8916,-1.1359,0.6673,0.2376,-1.1359,-0.8695,-1.1359,-0.3879,-0.4751,3.3596,0.0301,-0.6819,-0.391,-1.1359,-0.803,-1.1359,-1.1359,-1.1359,0.625,-1.1359
3577.0,-0.1546,1.8313,-0.2305,-0.2454,-1.2536,-0.8513,-0.7442,0.8664,-0.5581,-0.2853,-1.2536,2.3586,-0.984,-0.4365,-0.2393,0.7369,0.0768,3.5686,-1.2536,-1.2536,-0.6626,-0.7903,-0.9696,-1.0134,4.0387,-0.4053,-1.0048,1.0453,-1.2536,0.1296,-0.8349,-0.3392,-0.5273,-0.5713,-0.372,0.2869,-0.2804,-0.5788,0.1251,-1.2536,-1.2536,-0.6967,-0.4599,-0.3559,1.0328,2.3687,0.4863,-0.5229,0.8715,-1.2536,-1.2536,-0.9502,-1.2536,-0.3151,3.1563,-0.9845
3579.0,-1.1825,1.719,-0.2248,-0.5012,-0.9638,-0.3918,-1.3095,1.1486,-0.7585,-0.3795,-1.2241,1.376,-0.8121,-0.5105,-0.7846,0.9349,1.1184,3.1012,-0.3705,-0.5277,-0.1171,-0.4225,-0.2741,-1.1695,3.2976,-0.6277,-0.6361,1.0552,-0.3781,0.385,-1.0282,-0.37,-0.5932,-0.2657,-0.4774,0.5397,-0.632,1.2975,0.7672,0.7683,-0.2301,-0.1753,-0.4627,-0.3895,0.3845,1.8309,-0.4408,-0.719,0.3456,-0.9311,-1.2003,-0.8887,-1.2632,-0.8255,2.1287,-0.3973
51260.0,-0.5323,1.212,-0.2027,0.0414,-0.5052,-0.5846,1.4404,-0.7234,-0.8646,-0.7706,0.0858,0.9124,-0.3114,-0.4878,0.0496,1.6663,0.7204,-1.2479,0.619,-0.1041,1.944,-0.0027,-1.6963,-0.7463,0.9081,-0.7443,0.4091,-1.2109,1.8028,0.458,-1.1979,0.4772,-0.8929,0.3103,-3.2886,-1.1563,-0.222,-0.1231,0.261,0.9864,0.36,-0.4146,1.5728,0.7919,0.784,0.9614,1.5567,1.268,0.9116,0.5238,0.5073,1.1293,0.5048,-0.6279,-1.2659,0.0295
645090.0,2.3114,-1.1341,-0.8465,-0.8117,-1.1341,-0.6415,-0.7798,-1.1341,0.3217,-1.1341,-1.1341,-1.1341,-1.1341,-1.1341,-1.1341,-1.1341,-0.7059,-0.7568,-1.1341,-1.1341,-1.1341,-0.8152,-1.1341,0.5074,-1.1341,-1.1341,-1.1341,0.5194,-1.1341,-1.1341,-0.432,-1.1341,-1.1341,-1.1341,0.5577,-1.1341,-1.1341,-1.1341,-1.1341,-1.1341,-1.1341,1.7316,-1.1341,-0.6402,-1.1341,-0.6908,-1.1341,-1.1341,-1.1341,-1.1341,-1.1341,-1.1341,-0.7225,0.5737,-1.1341,-1.1341
159013.0,-0.0261,2.7733,0.3452,0.3991,0.2,-0.5214,-0.6624,1.0313,1.6334,-0.4823,-0.1347,-0.155,1.3486,-0.4232,0.6134,-0.5486,0.7356,0.4353,0.5352,-0.6322,0.2044,0.393,0.0177,0.2786,0.3314,0.9322,0.3776,0.4889,-0.2786,1.1818,-0.138,1.0252,0.0521,0.9198,0.4243,-0.2835,0.6111,-1.2957,1.0125,1.574,1.4353,0.2621,1.8412,0.8562,-0.1651,0.0566,0.9474,0.0132,0.0682,-0.1106,-0.2168,-0.3783,0.0397,-1.0149,-1.1801,-0.9043
