Entrez_Gene_Id,Entrez_Gene_Id,Entrez_Gene_Id,TCGA-AA-3664-01,TCGA-AA-3715-01,TCGA-AA-A01P-01,TCGA-AA-A022-01,TCGA-AA-A02R-01
680,680,680,,,-0.8675,,
84446,84446,84446,-0.794,1.1423,0.2494,-0.3361,-1.1414
9024,9024,9024,-0.4009,-0.8918,-0.2682,-0.3147,-0.5461
54014,54014,54014,1.6664,-2.1344,0.0379,-0.2339,0.3286
254065,254065,254065,0.6803,-1.4936,-0.7748,0.1821,-0.8558
26580,26580,26580,-0.696,1.339,0.3383,0.7359,-0.951
55108,55108,55108,-0.4669,-0.4584,0.4452,2.4632,-0.4204
682,682,682,-1.7413,0.0515,-0.5348,2.3258,1.4889
8927,8927,8927,1.3662,-0.7626,-0.0283,1.0175,-0.6725
7809,7809,7809,,,-1.7383,,
100131137,100131137,100131137,,,-15.1317,,
54836,54836,54836,-0.2692,0.6471,0.5522,0.4044,-0.7053
683,683,683,-1.036,-0.0911,-0.0385,-0.7049,0.1624
684,684,684,0.6324,2.0455,2.1043,1.6048,2.2607
390259,390259,390259,,,-2.1005,,
9044,9044,9044,1.9821,-0.4035,0.0279,0.7483,0.9319
84280,84280,84280,-0.0886,1.2107,0.5906,-0.9935,-0.8299
121551,121551,121551,0.8149,2.1862,1.7866,1.2332,1.4984
84464,84464,84464,0.9289,0.2675,0.2266,0.4996,0.4634
53339,53339,53339,1.4824,-1.1421,-0.1816,-1.1497,-0.3587
118663,118663,118663,-0.3106,-2.5758,-0.9476,-0.6305,-1.9494
388419,388419,388419,,,-1.0563,,
643376,643376,643376,-1.7154,-1.7154,-0.8028,-1.7154,-1.7154
149478,149478,149478,-0.4467,2.2389,0.3635,0.7072,0.102
55643,55643,55643,-1.4133,1.6417,0.0217,1.201,1.3825
22903,22903,22903,0.7552,0.5866,-0.2956,-0.7711,-0.1481
90135,90135,90135,-0.5543,0.9958,0.1445,2.0536,1.3309
55727,55727,55727,1.4378,-0.6618,0.2592,-0.7972,0.5033
284697,284697,284697,1.1426,-1.3857,0.8426,1.0665,0.0815
114781,114781,114781,-0.2823,-0.2615,-1.114,1.2384,0.0445
685,685,685,1.0622,0.9316,0.3352,0.9721,1.0553
686,686,686,-0.9376,-0.317,0.5739,0.8444,0.2541
689,689,689,-0.0876,-0.6497,-0.5538,-0.1049,-0.2839
690,690,690,,,-2.4992,,
91408,91408,91408,0.396,-0.9344,0.4864,-0.6458,-0.4198
694,694,694,0.1399,0.6933,0.6013,1.521,-0.7709
7832,7832,7832,1.008,-1.1056,-0.7838,-0.4049,-1.4833
10950,10950,10950,0.8551,0.3053,-0.4461,0.1635,0.3574
54766,54766,54766,,,-2.5923,,
695,695,695,0.0121,0.7128,1.3799,-0.2033,1.1253
151888,151888,151888,0.5385,0.311,1.6747,1.212,1.3822
696,696,696,0.3803,-1.7661,-1.1733,0.1024,2.812
11120,11120,11120,-0.4532,0.3626,0.3472,2.2983,0.0319
10385,10385,10385,-0.4987,2.1919,2.3096,2.3029,1.2401
54718,54718,54718,-0.0377,0.9587,0.885,2.569,1.4318
11119,11119,11119,0.2898,1.7181,2.1791,2.9268,1.9154
11118,11118,11118,0.2131,1.3993,1.0394,2.394,1.1091
10384,10384,10384,0.365,1.5129,2.2425,2.5607,1.2547
56244,56244,56244,,,-1.3366,,
10917,10917,10917,-0.1434,-1.2246,-3.7407,0.4021,-1.0803
79908,79908,79908,0.3159,-1.6166,-1.6176,0.2365,-0.6496
153579,153579,153579,1.8967,0.4181,1.3346,1.9924,1.1192
8945,8945,8945,0.1458,0.1198,0.3135,0.643,0.546
699,699,699,1.1397,-0.4219,0.7568,-2.1342,1.1402
701,701,701,1.1474,-0.9875,0.5424,-2.5816,0.7649
9184,9184,9184,1.8136,1.0012,0.2379,-0.7001,1.3626
84811,84811,84811,-0.5491,-0.8768,0.2943,-0.3464,1.0241
8896,8896,8896,-1.8128,-0.3523,0.1569,-0.4969,-1.2976
11149,11149,11149,-0.4117,-0.3614,1.5509,-1.0936,-0.578
705,705,705,-1.7083,0.0574,-0.5442,-0.5876,-0.188
9256,9256,9256,-0.0814,-0.5677,-0.9125,1.8073,1.2683
9689,9689,9689,0.8109,-3.1026,-0.4216,-0.6455,-0.4793
28969,28969,28969,1.323,-2.3668,-0.0275,-2.7115,-1.0637
11067,11067,11067,-0.8385,0.6899,1.1815,-0.6857,0.5482
414152,414152,414152,1.1885,0.0823,-0.0504,-0.7948,0.1568
219621,219621,219621,-1.4825,-1.4825,-0.9395,-1.4825,-1.4825
414235,414235,414235,-1.774,-1.7828,-0.3917,1.275,-2.6879
55853,55853,55853,-0.1359,0.1367,-0.9271,1.5686,-1.0991
221060,221060,221060,0.2794,-1.389,-1.0432,-0.1968,-0.483
10529,10529,10529,,,-2.8612,,
399726,399726,399726,-1.6936,2.3434,1.7096,0.4011,-0.027
10974,10974,10974,-1.655,1.5503,-1.5417,1.9797,0.6807
83938,83938,83938,-0.6462,-1.0044,-0.3148,-1.2239,-0.9255
55088,55088,55088,1.5103,-1.7346,-0.1642,-0.3297,-0.9089
79892,79892,79892,0.0333,0.4614,0.2636,-1.4961,1.33
399814,399814,399814,,,-4.5322,,
387718,387718,387718,,,-13.5534,,
84458,84458,84458,0.7215,-0.3298,0.4244,0.7689,0.5537
282969,282969,282969,-0.4163,0.5789,0.9797,0.8111,1.2506
170371,170371,170371,-0.9308,1.5931,0.7081,-0.3117,0.9959
142827,142827,142827,,,1.582,,
387707,387707,387707,-2.0474,-0.0342,-0.8466,-0.6905,-1.0026
26098,26098,26098,2.4594,-0.6585,-0.1788,0.3228,0.7191
387640,387640,387640,-1.2868,-2.2757,0.6529,0.742,1.5714
54906,54906,54906,1.4081,-1.0651,0.6869,-0.6629,1.3652
220979,220979,220979,-0.1863,-0.112,1.1884,0.9696,0.5841
56652,56652,56652,-1.1552,-1.3571,-0.9694,-0.8268,1.2226
54838,54838,54838,-1.1832,0.794,0.8434,0.1426,-0.1941
219793,219793,219793,,,-2.8683,,
27291,27291,27291,0.6133,-0.0036,0.4642,0.095,-0.1919
119032,119032,119032,-0.017,-0.2528,-0.3002,-0.7043,0.3125
219738,219738,219738,-0.2874,2.3399,0.4775,0.72,0.7278
283025,283025,283025,,,-12.1221,,
100131213,100131213,100131213,-1.3504,-0.3933,-1.6,0.4019,-0.8758
118924,118924,118924,1.4071,-2.9209,0.1114,-1.0291,-1.1267
143384,143384,143384,2.0217,-0.1343,0.327,-1.4941,1.6475
254427,254427,254427,-0.2757,-0.4514,-0.3501,-2.5224,-0.2627
645528,645528,645528,,,-0.5066,,
282966,282966,282966,,,-1.8796,,
64115,64115,64115,-1.1927,2.0784,1.0537,2.0548,0.8334
414236,414236,414236,-0.2982,3.3939,-0.0472,0.8408,-0.1083
80195,80195,80195,-0.7195,-1.9197,0.1066,-0.7594,-0.3312
84293,84293,84293,0.6273,-2.0512,-1.1161,-1.1405,0.0266
414157,414157,414157,,,-2.0827,,
256815,256815,256815,-1.6163,-1.6163,-1.6163,-1.6163,-1.6163
79741,79741,79741,0.9733,-0.2227,-0.5323,1.641,-0.9216
118461,118461,118461,,,-1.2004,,
196740,196740,196740,-0.274,0.6263,0.6681,-0.0229,-0.3468
90271,90271,90271,-1.0615,0.7862,-0.5754,-1.9826,-2.7919
79591,79591,79591,-1.1733,-1.621,0.4973,0.6554,0.3038
119392,119392,119392,1.6777,-1.0815,1.0228,-1.1163,-0.5016
80217,80217,80217,-0.0278,1.6678,0.6012,2.5878,1.543
79949,79949,79949,1.1167,-2.412,1.2765,-1.2487,0.188
143379,143379,143379,-1.6806,-1.0486,-1.5692,-0.9171,-1.0109
63877,63877,63877,0.9606,-3.0658,-0.2028,-0.9901,-0.5493
80007,80007,80007,0.7547,-1.0694,-0.0789,-0.6888,-0.1356
118611,118611,118611,,,-1.3658,,
170393,170393,170393,1.4779,1.1169,-0.4972,-2.5356,0.7028
255352,255352,255352,-1.1963,1.3356,0.1144,2.3251,2.0191
79946,79946,79946,-2.3791,-0.1864,-1.6407,1.4176,0.6202
374355,374355,374355,,,-9.9386,,
387695,387695,387695,-0.8513,-1.8905,-3.5752,-1.7904,-2.6243
746,746,746,-2.4414,-0.0985,0.0451,-0.0862,-1.4508
64776,64776,64776,-0.4506,-1.463,-0.996,0.147,-0.8905
56673,56673,56673,0.5936,-1.3854,-1.3854,-0.6833,-1.3854
56672,56672,56672,0.4463,-1.4599,1.1962,-0.9707,-1.3472
25858,25858,25858,-1.7641,2.5792,0.4414,2.1857,-0.424
29125,29125,29125,-0.1279,0.6924,1.0725,0.989,0.2499
53838,53838,53838,-1.8369,1.0356,0.4094,1.1455,-0.4562
738,738,738,-0.954,1.0647,-0.8859,0.2381,0.0751
56946,56946,56946,1.0921,-0.0197,0.4638,0.6043,-0.0864
280636,280636,280636,-0.5556,-0.1877,-0.6926,-0.3297,-0.7062
349633,349633,349633,,,-0.374,,
256329,256329,256329,1.0253,0.8523,0.2357,2.7335,0.4929
283303,283303,283303,,,-0.5304,,
143501,143501,143501,,,,,
25758,25758,25758,1.8974,1.8991,0.1948,1.2458,2.396
160298,160298,160298,2.6687,-0.6993,-0.4405,-2.2565,-1.329
219833,219833,219833,1.3361,2.2308,0.4449,1.6973,1.0103
120534,120534,120534,0.7236,-2.3402,-0.0006,-0.7359,-0.4183
79081,79081,79081,0.1942,-2.1203,0.9628,0.2038,-0.2351
79096,79096,79096,-0.9074,-1.7038,-1.9453,-0.395,-1.0305
25906,25906,25906,-2.1876,0.0724,-0.1287,-0.2097,-1.3772
91894,91894,91894,-0.6195,-0.0648,1.1576,0.1836,-3.0916
341032,341032,341032,1.1586,0.4855,0.1231,0.3329,-0.8263
28970,28970,28970,0.9091,-3.371,-1.2475,-0.3105,-1.0033
55216,55216,55216,0.5098,-2.1891,-0.5649,-0.6353,-0.6034
10944,10944,10944,0.4987,-2.6492,0.1862,-1.1561,-0.5685
55004,55004,55004,-2.7115,0.6546,-0.3549,0.2048,-0.2049
79684,79684,79684,3.3966,-2.0465,-0.5188,-0.2144,-1.332
79864,79864,79864,0.4749,0.3601,1.1414,1.277,0.4975
283197,283197,283197,,,,,
160140,160140,160140,-1.0523,-1.0027,1.0614,1.3618,-2.4453
220004,220004,220004,0.3481,-0.5355,-0.1955,1.0256,0.0006
28971,28971,28971,-1.2855,-1.4803,0.2342,-0.8762,-0.7467
83638,83638,83638,-2.8545,4.7289,0.9302,1.0501,0.4617
85016,85016,85016,0.9359,-0.9831,1.2003,-0.5313,0.234
54494,54494,54494,-0.0055,1.062,-1.1683,0.1379,-1.6001
51501,51501,51501,-0.1787,-0.8418,-0.2483,-2.2151,-1.6172
119710,119710,119710,-0.4564,-2.4867,0.3411,-0.5958,-1.0036
56935,56935,56935,-0.1175,0.2011,0.8717,-0.2304,-0.0927
79703,79703,79703,0.9488,-1.441,-0.1831,-0.0699,-0.9503
220042,220042,220042,1.057,-1.2526,0.2835,-1.456,0.7927
790955,790955,790955,-1.3044,0.2098,0.301,0.3914,0.0673
144097,144097,144097,-0.4881,0.8047,-0.511,1.6082,0.0244
283129,283129,283129,,,0.6051,,
254439,254439,254439,0.3144,-0.7036,-2.0036,-0.2081,-1.7828
399947,399947,399947,-0.3785,-1.7947,-1.7947,-1.7947,-1.7947
399949,399949,399949,-1.8955,-1.8955,2.2489,-0.4803,1.7128
387804,387804,387804,1.4006,1.4508,-1.7915,0.95,0.3687
399948,399948,399948,1.1128,-1.2109,-0.2361,0.7805,-0.6662
120376,120376,120376,1.5027,0.1045,0.3725,1.0966,-0.1042
143678,143678,143678,,,-4.7791,,
65998,65998,65998,-0.2455,-0.3397,-1.0343,0.12,0.1591
745,745,745,0.9585,0.8754,1.6627,1.5296,1.2636
60314,60314,60314,-2.0007,2.9218,0.415,1.0096,0.5736
55726,55726,55726,0.673,-0.491,-0.4232,-0.6406,0.4233
196477,196477,196477,,,-1.9145,,
90488,90488,90488,1.0367,-0.0372,0.4938,0.3179,0.3078
29902,29902,29902,0.9943,0.8844,0.0316,-0.0696,1.2532
84190,84190,84190,0.3284,-0.1185,-0.1387,1.071,0.068
283460,283460,283460,1.5972,-4.1047,-0.4704,-1.8377,-2.1646
91298,91298,91298,1.426,-0.1905,-1.3802,-0.6176,0.2416
83695,83695,83695,0.4122,-0.4167,0.5329,-0.0306,-0.8965
84915,84915,84915,-0.2377,1.2448,-1.6448,-1.5127,-0.36
55196,55196,55196,0.5817,-1.1995,0.6771,0.8926,0.9692
283422,283422,283422,0.2866,-0.4961,0.3798,0.1702,-2.5407
80763,80763,80763,,,-1.9396,,
283461,283461,283461,,,-2.7407,,
54934,54934,54934,-0.176,0.4724,-0.5328,0.3845,1.3466
374470,374470,374470,-0.4064,-1.8636,-0.9156,-0.8607,-0.2077
64897,64897,64897,-1.3374,1.274,0.8921,0.858,1.0362
60673,60673,60673,-2.5192,2.5708,0.3212,1.5057,0.8784
121053,121053,121053,-0.2345,-0.6641,-0.0798,0.0462,-0.0652
57102,57102,57102,0.6665,-0.2513,0.5694,-0.2934,-0.2554
51275,51275,51275,-0.9871,0.3143,-1.325,0.2242,-0.4585
55010,55010,55010,1.1526,-1.629,-0.4842,-0.9157,0.5559
79794,79794,79794,0.5171,0.6206,-1.5911,0.1937,0.341
160419,160419,160419,0.8783,-1.3487,-1.3487,0.7794,1.4064
283450,283450,283450,0.2061,1.0814,-0.1887,1.6909,0.1147
84934,84934,84934,-1.4215,1.4961,-1.0018,0.6653,2.9887
196500,196500,196500,-1.0384,0.8036,0.4635,0.9368,-0.5426
121273,121273,121273,,,0.3706,,
57103,57103,57103,0.7772,-0.512,0.1492,0.2685,1.3551
115749,115749,115749,-0.1368,-0.6797,-1.5571,-1.3527,-1.3527
113246,113246,113246,-0.7559,3.9534,0.1838,1.5639,1.3409
120939,120939,120939,-0.5338,1.3614,1.7977,-0.172,1.0325
144608,144608,144608,-0.4769,-1.4809,-0.1452,-0.8908,-0.7448
283416,283416,283416,0.331,1.3965,-0.2453,0.5384,-0.8702
84987,84987,84987,-1.5891,2.1117,-0.4791,1.0414,-0.2184
374467,374467,374467,-1.7096,-0.2765,2.5774,-1.7096,-1.7096
91574,91574,91574,0.7402,-0.7013,0.2671,1.0818,1.6753
144577,144577,144577,-0.2651,-0.0202,-1.1704,-0.8752,0.1527
387856,387856,387856,-0.8151,0.6168,0.7211,0.6675,-0.0191
440087,440087,440087,-0.6323,-0.5754,-0.0604,-1.0276,-2.2036
341346,341346,341346,-0.1016,1.8837,3.5221,2.1334,0.0861
728858,728858,728858,,,-0.7298,,
254013,254013,254013,-0.9048,-0.6519,0.8524,1.559,0.1357
728568,728568,728568,0.4254,0.4879,-1.0827,1.1397,-0.3372
440107,440107,440107,0.3985,-0.7186,1.2362,-0.0006,1.3416
387882,387882,387882,0.3694,-1.0262,-0.791,0.0365,-0.7716
400073,400073,400073,-1.2619,2.6346,0.0321,2.3379,0.7885
196415,196415,196415,,,-1.8589,,
28984,28984,28984,-0.723,-0.7327,0.6505,0.0987,-1.0504
57213,57213,57213,-1.5854,-1.2341,-1.694,-2.2354,-2.2409
121793,121793,121793,-0.9214,-0.8623,-0.351,2.5599,-0.7418
80183,80183,80183,-0.3673,-2.0902,-2.3427,-1.4598,-2.6049
80209,80209,80209,-0.1865,-0.8271,-1.3719,-1.5534,-0.6294
122046,122046,122046,,,-2.0798,,
93081,93081,93081,1.0951,-0.9161,0.1616,-1.5864,-0.6073
122258,122258,122258,,,,,
283487,283487,283487,-2.1248,0.1058,1.2075,1.1971,-3.0558
144809,144809,144809,-1.6665,-1.6665,-1.6665,-1.6665,-0.8952
144811,144811,144811,0.6642,-0.6342,-0.277,-0.4663,-1.2258
84935,84935,84935,-0.5972,1.1948,0.0335,0.1618,0.0418
79866,79866,79866,0.4596,-0.751,-0.6486,-2.2468,-0.6769
400165,400165,400165,,,-2.2354,,
400120,400120,400120,-1.2105,-1.2105,-1.2105,-1.2105,-1.2105
440145,440145,440145,1.738,-1.4849,-0.518,-1.8761,-0.3985
728591,728591,728591,-1.0859,-1.0859,-0.6521,-0.5777,-1.0859
196541,196541,196541,,,-1.7938,,
54916,54916,54916,0.7413,-3.8381,-0.6768,-0.9975,-0.6215
55051,55051,55051,0.9081,-0.4045,1.0323,-0.121,0.876
55172,55172,55172,0.3706,-0.4599,-1.0298,-0.995,0.4683
55195,55195,55195,0.7763,-0.9469,-0.9573,-0.3639,-0.9469
55320,55320,55320,1.876,-3.4988,-0.1809,-1.3331,0.1423
26175,26175,26175,-0.065,-0.4814,-0.4176,0.0282,0.1196
11161,11161,11161,-0.7673,-0.6076,-0.8783,-0.5724,-0.5846
55237,55237,55237,1.2446,-0.4786,1.4904,-1.1244,-1.2211
55668,55668,55668,0.3483,1.0836,-0.468,-0.3058,1.1021
55017,55017,55017,-0.9464,-0.2566,-0.1149,0.0576,-0.3337
112487,112487,112487,1.4208,-1.2469,-0.2533,-1.7231,-0.1141
84837,84837,84837,0.9255,-1.9849,-0.3247,-0.5345,-2.0093
51527,51527,51527,0.9259,-0.6329,-0.2151,1.3248,0.6285
56967,56967,56967,-1.1574,0.2395,0.5636,-0.5439,-0.8679
64430,64430,64430,0.8445,-1.1904,0.4402,-0.8147,1.1386
79609,79609,79609,1.9304,-1.312,0.185,0.161,0.0898
161176,161176,161176,-0.086,0.4157,1.4126,1.2056,0.9113
84520,84520,84520,0.7615,-1.1258,-0.0889,-0.7696,-1.0949
90141,90141,90141,0.4561,-1.1568,0.7377,-0.6449,-0.3303
145508,145508,145508,1.1263,-1.6038,1.4567,-0.5176,0.0828
171546,171546,171546,1.671,-0.1026,-0.5707,-0.9351,-1.5836
122945,122945,122945,-0.0289,0.5158,-0.0433,-0.557,-1.3978
112849,112849,112849,0.6663,1.9013,0.5912,0.0238,0.1677
84334,84334,84334,0.1314,-1.9315,0.4717,0.1307,-0.2636
81892,81892,81892,-0.3903,-0.4154,0.6176,-0.125,-0.1128
80017,80017,80017,0.3565,1.0573,1.1041,0.8946,0.7387
56936,56936,56936,,,-1.3257,,
102724845,102724845,102724845,,,-2.9398,,
51637,51637,51637,0.0134,-1.5709,-0.0205,0.1535,-0.0699
145497,145497,145497,,,-1.8619,,
55449,55449,55449,-0.9633,-1.0173,-0.3054,-1.2195,-0.8811
79697,79697,79697,-0.0901,-0.1209,0.4806,-0.1355,0.7447
161394,161394,161394,1.3829,-2.9797,-0.103,0.4261,1.4601
643382,643382,643382,-0.2596,-2.4098,-2.8722,-0.8086,-1.6436
283598,283598,283598,,,,,
283579,283579,283579,-1.8575,-1.8575,-1.8575,-0.1502,0.6779
112752,112752,112752,-1.595,0.4368,0.6805,1.3944,-0.4116
400258,400258,400258,,,-1.0333,,
400223,400223,400223,1.5759,0.1891,-0.0865,1.9729,-0.2801
283551,283551,283551,0.9028,0.4733,-0.1227,-0.1238,0.2916
196913,196913,196913,,,-2.9878,,
650662,650662,650662,1.0079,-0.0519,3.1684,0.8002,-1.7873
280655,280655,280655,-1.2743,-2.4402,-2.8991,0.2442,-1.3082
161424,161424,161424,0.679,0.8706,0.0277,0.4312,0.0276
387978,387978,387978,,,-1.4438,,
122525,122525,122525,0.9237,-1.4575,0.5754,0.6103,-0.2073
9556,9556,9556,-0.5118,-0.7129,0.1123,0.4744,-0.4732
100129075,100129075,100129075,0.2141,-1.3073,-1.0285,-0.3764,0.1795
645687,645687,645687,-1.0207,0.9234,-0.5924,2.3508,-0.14
145407,145407,145407,-1.0224,0.5205,0.2207,-0.306,0.5078
317761,317761,317761,,,-0.5484,,
91748,91748,91748,0.6401,2.2879,0.4393,-0.0251,0.2344
80127,80127,80127,1.8591,-0.7028,0.3957,-0.6099,-0.7721
64207,64207,64207,-1.3291,3.5914,0.5637,0.1074,0.2047
256369,256369,256369,,,-4.6171,,
161176,161176,161176,-0.3718,1.7754,0.6734,0.742,1.0848
145376,145376,145376,-0.5519,-1.3621,-0.0779,0.3676,-0.6381
440184,440184,440184,,,-1.4689,,
388011,388011,388011,-0.3569,1.2369,-0.0596,-0.4055,-0.2369
283600,283600,283600,-0.2325,-0.8804,-0.8477,1.5778,-1.8494
283601,283601,283601,,,-1.0773,,
145200,145200,145200,-0.9489,-0.0545,2.3761,0.8818,-0.8871
91828,91828,91828,1.4203,1.4925,1.8199,2.6038,2.1916
122616,122616,122616,0.873,0.1989,0.1861,1.9797,1.4939
283643,283643,283643,0.1759,1.9149,1.4564,0.5799,1.9051
283592,283592,283592,,,-5.7722,,
60686,60686,60686,-0.2881,-0.1513,0.1971,0.0736,-2.6625
57184,57184,57184,1.1657,1.1525,-0.2194,1.3399,0.159
283651,283651,283651,0.6044,-3.148,0.476,-0.2669,-0.3727
23742,23742,23742,,,-1.2156,,
90417,90417,90417,0.2493,-0.1093,0.2178,-2.5093,0.4641
56851,56851,56851,-0.9406,-0.7139,0.7618,-1.9481,-0.869
161502,161502,161502,-0.0481,0.01,-0.2691,-1.1675,0.6815
123591,123591,123591,2.7391,0.339,-0.5425,0.2548,-0.0827
80035,80035,80035,3.1583,-0.7035,-1.0836,-1.058,-2.1534
79768,79768,79768,1.6207,-2.5251,-0.0617,-1.4043,0.0077
145858,145858,145858,,,-7.0782,,
196951,196951,196951,0.8697,-0.3852,-0.3732,0.2979,-1.3698
80072,80072,80072,-0.4195,-0.3529,0.0927,0.1014,0.9439
283687,283687,283687,0.3123,1.4433,-0.5072,-0.3693,-1.479
348110,348110,348110,0.2685,-0.1169,0.4968,0.0396,0.882
56905,56905,56905,-0.9695,2.0223,-0.0854,1.1708,1.7124
123207,123207,123207,-0.6271,-1.8868,0.1374,-0.0306,-0.0031
84529,84529,84529,1.299,-1.0305,0.1236,-1.3504,-1.0884
90381,90381,90381,1.3091,-0.4407,0.3352,-0.9565,1.5615
145645,145645,145645,,,-8.9691,,
81556,81556,81556,-0.2902,-0.7435,-0.5405,-0.5945,0.522
84419,84419,84419,0.7313,-1.4675,0.3941,0.8137,-0.6399
414926,414926,414926,,,-1.929,,
196968,196968,196968,-1.9581,1.6977,0.4208,-0.1677,-1.9581
388115,388115,388115,1.2331,0.3313,-0.1488,-1.6511,-1.6161
400359,400359,400359,,,1.7536,,
400360,400360,400360,,,-0.966,,
256646,256646,256646,-1.6546,1.8287,-0.0948,-0.4856,0.5245
644809,644809,644809,-0.5956,1.4957,-0.6365,1.2206,1.1537
90416,90416,90416,-0.5628,-1.3556,-0.2259,-1.6965,-0.7164
81698,81698,81698,,,-2.0079,,
390637,390637,390637,0.9583,2.4895,0.2634,1.4808,0.9868
388135,388135,388135,-2.4441,0.631,0.9619,-0.6665,-0.4168
283677,283677,283677,,,-3.1039,,
145853,145853,145853,-1.2734,1.0925,-1.1134,1.1024,0.0575
643338,643338,643338,0.4504,-0.5446,-0.6414,-1.0723,-2.4433
25764,25764,25764,-1.4725,0.3974,0.847,-1.7831,-0.2164
146325,146325,146325,,,-1.392,,
84326,84326,84326,-1.5149,1.1315,0.0949,0.2669,0.5356
750,750,750,2.2665,1.0211,-0.6327,2.6017,-0.1039
115939,115939,115939,-1.746,0.5179,0.454,1.1225,1.2373
89927,89927,89927,-1.7148,0.7076,0.5958,-0.1345,-0.429
123775,123775,123775,-2.1646,-0.3098,-0.0359,1.4155,0.0476
84080,84080,84080,0.7715,1.3213,0.4497,1.9303,-3.3267
730094,730094,730094,1.9688,1.0553,-0.062,-0.0301,-0.5018
29965,29965,29965,-2.4153,0.0422,0.1757,-0.3766,-0.5367
79447,79447,79447,0.2565,-0.7374,0.4489,0.0063,0.7906
283897,283897,283897,0.3424,0.7572,1.294,1.0676,0.7133
124045,124045,124045,-0.0579,-1.2153,-0.8322,-0.5212,-0.658
79650,79650,79650,-0.9762,1.9961,1.4733,1.2307,0.0627
64755,64755,64755,-1.9693,0.0057,-0.1276,0.9525,-0.6237
80178,80178,80178,0.4888,1.7584,0.5135,0.1247,2.018
56942,56942,56942,-0.7593,-0.0069,0.7956,-0.9116,-0.4687
57020,57020,57020,-1.1815,0.3477,0.8441,1.1097,-0.7088
123811,123811,123811,0.5085,-2.295,-0.3042,-1.0879,-0.9238
79091,79091,79091,-0.7007,1.0088,-0.5595,0.0895,-1.3288
80262,80262,80262,0.3645,0.6777,-0.3092,-0.4099,-0.3435
146562,146562,146562,0.1448,0.5393,1.1344,1.5246,0.3429
29035,29035,29035,1.1113,-1.2454,0.2925,-1.3825,-0.3679
254528,254528,254528,,,-1.193,,
404550,404550,404550,0.6183,3.6752,0.9384,-1.158,0.8049
116028,116028,116028,0.1611,-1.5606,0.896,-1.2889,1.2911
123970,123970,123970,,,-5.0854,,
283870,283870,283870,0.9946,0.8548,0.2426,2.1961,0.1688
9605,9605,9605,0.538,1.4268,1.6938,2.3195,0.8704
29105,29105,29105,-1.2252,1.3034,-0.7984,-0.4726,-0.6026
283860,283860,283860,,,-1.8185,,
162083,162083,162083,,,-3.1126,,
388284,388284,388284,0.0261,1.6527,1.4989,1.6136,0.2211
388272,388272,388272,0.323,-2.2098,-0.4753,0.0361,-0.6413
400506,400506,400506,-0.0255,-2.9888,-0.2071,-1.3404,-0.8464
146556,146556,146556,-0.1598,0.4092,-0.8538,-1.2106,0.0307
646174,646174,646174,,,3.373,,
283951,283951,283951,-1.5165,-0.1205,-0.8051,0.9738,0.0163
146378,146378,146378,,,-0.805,,
90835,90835,90835,1.8958,1.2697,0.8868,1.8434,0.5565
388327,388327,388327,-0.3659,0.0733,-0.3359,2.0364,-0.3243
79701,79701,79701,-1.7324,3.0116,1.3293,0.2067,0.801
400591,400591,400591,,,-1.1004,,
256302,256302,256302,0.2169,0.6269,0.0351,2.4151,0.3325
284071,284071,284071,0.1325,-0.4534,0.1489,0.4539,-2.1048
284067,284067,284067,,,-3.2042,,
100134934,100134934,100134934,-0.1042,0.6338,-0.3229,-0.2108,-1.4367
100130311,100130311,100130311,-1.175,1.4057,0.0283,1.2851,-0.9698
201229,201229,201229,-0.1513,-0.8479,-0.1103,2.6079,0.6445
283987,283987,283987,0.0375,2.3726,0.6257,-0.0794,-0.4436
84299,84299,84299,-1.0494,0.6171,-0.7135,0.4801,-1.1131
79018,79018,79018,0.2165,-0.2405,0.2774,1.5449,0.2146
79736,79736,79736,0.7667,-1.855,-0.439,-0.6141,0.5019
284029,284029,284029,0.1588,1.7288,-0.2324,0.5735,-1.1908
124783,124783,124783,1.9365,0.3585,-0.4068,1.3368,-0.5376
5414,5414,5414,-1.0138,0.0829,-0.7695,-0.527,-1.6575
56985,56985,56985,-0.5149,-0.0025,0.247,0.3024,-0.2581
124944,124944,124944,-1.7511,0.4566,1.0848,0.3017,0.2993
146853,146853,146853,0.416,-1.7137,-1.7137,1.5899,-1.0511
339263,339263,339263,-0.726,0.3525,0.5854,1.7515,2.4221
78995,78995,78995,0.9111,0.5392,0.4848,0.678,2.5116
283982,283982,283982,,,-1.0608,,
284185,284185,284185,0.5824,-0.4646,-1.6043,1.7694,0.3948
146705,146705,146705,-0.4016,0.8791,0.1144,1.4629,0.0712
124989,124989,124989,2.2287,-1.7461,-0.1651,-0.5772,0.436
284018,284018,284018,0.741,0.5931,-0.3919,-0.1723,0.0572
54785,54785,54785,-0.4072,2.2467,1.3843,1.9739,0.766
284021,284021,284021,-1.2415,-0.0693,1.6999,-0.1812,1.0867
254863,254863,254863,0.028,0.7383,0.2662,0.3094,-0.0668
79415,79415,79415,-0.1916,2.5028,0.6982,1.5078,0.6318
55731,55731,55731,-0.6669,-0.2544,1.1995,-0.2119,-0.3537
124773,124773,124773,,,4.2226,,
339201,339201,339201,1.6962,0.6395,0.7085,2.5648,0.6643
256957,256957,256957,1.2906,0.2066,-1.6591,1.405,1.0175
339210,339210,339210,0.3456,0.3439,0.6371,2.0035,0.9972
