Entrez_Gene_Id,TCGA-AA-3664-01,TCGA-AA-3715-01,TCGA-AA-A01P-01,TCGA-AA-A022-01,TCGA-AA-A02R-01
1141.0,-0.4722,-1.6701,-0.0856,0.3483,-0.838
1143.0,0.5449,-0.3781,0.5194,0.1644,-1.7571
1145.0,-0.5668,0.1648,-0.2102,2.0014,-0.415
1146.0,-1.8643,-1.8643,-1.8643,-0.6505,0.5685
9486.0,-1.3601,-0.0781,0.663,0.0664,-0.5557
50515.0,-0.365,1.8709,1.3005,0.3116,0.9724
55501.0,-0.1146,1.6974,1.128,1.3575,0.2452
166012.0,-1.0463,0.0185,-0.871,0.1872,-0.6847
113189.0,-0.8138,2.3446,1.2731,-0.1079,0.7413
51363.0,0.536,1.9421,2.2107,0.5565,1.4153
8534.0,-1.4625,1.5708,1.4621,-0.6703,0.3621
9435.0,-0.2109,1.4575,1.2623,0.0131,0.2385
9469.0,-0.4024,0.566,1.5973,1.2195,0.1325
10164.0,1.1939,-1.1763,1.0224,0.3014,-1.3572
23563.0,-0.6395,1.1738,-2.1756,1.3481,-0.4401
4166.0,-0.0946,2.9174,1.4829,2.0887,-1.8717
56548.0,-2.1015,1.4908,0.5095,-0.7516,-0.9781
64377.0,-1.3745,0.9411,0.0449,-1.3745,-1.3745
83539.0,-1.0362,-1.0362,0.1167,-0.5964,-1.0362
22856.0,0.8337,-0.0631,0.9754,-0.3329,0.9917
337876.0,-0.498,0.5285,0.8337,-0.4824,-0.2502
63922.0,0.5623,1.2066,0.5155,-0.0058,1.2464
54921.0,0.0567,-1.1724,0.5531,0.6515,1.4306
1147.0,0.7336,-0.6183,0.1847,-0.8009,-0.0387
91612.0,0.0659,-1.4827,-0.3256,-0.922,-0.1019
9391.0,-1.1649,-0.5992,-0.8138,-0.7591,0.0109
57019.0,-2.3068,0.1982,-0.6835,0.4977,-0.293
10519.0,-1.3513,2.3128,1.0909,1.2472,-1.1985
10518.0,-0.4976,0.1383,1.3387,0.5064,-2.8857
23152.0,0.0823,1.7119,0.7909,-0.0001,0.6444
27141.0,-0.7483,0.3145,-0.0418,-0.1386,-0.6541
63924.0,-0.5464,0.6782,0.1735,-0.4962,-1.0216
152302.0,-1.6646,1.2951,0.0723,2.3172,-0.877
4261.0,1.0226,1.2055,2.7384,2.454,2.3898
148113.0,-1.2555,0.9673,-0.8712,0.2497,-0.0892
8483.0,-1.6511,1.2845,0.6729,-0.4941,1.0209
51550.0,-1.1913,-0.3223,0.0322,-0.086,-1.0222
9541.0,-0.3177,-3.2271,0.3663,0.6129,-0.5453
1153.0,1.2052,0.6451,1.2122,1.0389,-0.211
84916.0,-0.6641,-0.0803,-1.2488,-2.9003,-1.1619
55847.0,0.7629,-1.6706,-1.4318,-1.4108,-1.1693
493856.0,1.4403,0.7473,0.1924,-0.3918,0.156
284106.0,-1.3039,-0.7625,-1.1408,0.1028,-0.3522
1154.0,-1.2985,0.5993,-1.0059,-1.7345,-1.4826
11113.0,0.8612,0.9573,-1.2804,-0.0044,0.9002
4435.0,0.8541,-0.3227,-0.6411,2.2476,0.5575
10370.0,-1.5155,2.1574,0.3147,3.1851,1.0118
163732.0,-0.0383,2.5849,0.4149,0.736,0.6485
25792.0,-1.912,0.2813,-0.8685,2.6278,1.3955
26586.0,-0.1627,-1.8482,-0.6189,-1.1772,-0.1177
150468.0,1.702,-1.46,0.0984,-1.8563,-0.8439
10970.0,-0.1938,-0.0656,0.8773,0.2302,0.9331
9793.0,-0.0525,-1.4924,0.2004,-0.2451,0.3792
1152.0,-0.8368,-1.0417,-1.108,-0.195,-1.3767
51192.0,-0.1224,1.9016,1.7571,-1.5965,-1.2514
1158.0,-1.9119,-0.9946,-0.7618,0.6627,-1.3496
548596.0,0.4967,-0.6665,-1.7426,-0.0257,0.671
1159.0,0.5996,-1.0572,-0.3854,-0.1632,0.7817
1160.0,-0.7853,-0.8535,-1.4138,-1.8156,-1.1592
1163.0,0.2264,0.9944,0.5212,-1.3925,0.7771
1164.0,-0.8793,0.1381,0.1173,0.5113,0.3281
23332.0,-0.1319,0.3063,0.089,0.2607,0.2741
23122.0,1.1389,-1.2999,-0.4779,-1.0165,0.5756
1179.0,0.2285,-1.3164,-1.7314,-0.7064,-0.6687
9635.0,-0.413,-0.7808,-1.252,-0.9631,-1.252
9629.0,0.21,0.2492,0.412,-1.0916,-1.0916
22802.0,0.4577,-0.6149,-1.5226,-0.4701,-1.1792
23155.0,1.5844,-1.6367,0.3796,-2.0552,-0.6407
23529.0,-0.3313,1.446,0.7579,2.3164,0.0469
1180.0,0.0988,0.4084,-1.2346,1.6671,0.6578
1181.0,0.1383,-1.3857,-1.6066,-0.1075,-0.9274
1182.0,-1.0901,-1.4835,-0.2392,-1.7201,-0.1811
1183.0,0.1788,-0.0533,1.3186,-0.2466,1.5932
1184.0,0.2979,-1.9061,-1.1712,-0.997,-1.149
1185.0,0.4512,0.3549,0.1785,1.4866,0.0839
1186.0,-0.6603,0.6996,-0.3426,0.6425,1.2319
1187.0,1.4287,0.8775,-1.4731,1.5255,-1.4731
1188.0,0.3438,1.2776,0.118,1.6944,0.17
9071.0,-1.0107,-1.0107,-0.7273,-0.9731,-1.0107
5010.0,0.0937,2.0518,0.1789,0.1764,-0.9038
9069.0,1.757,-0.6103,0.0871,0.1443,-2.6316
23562.0,0.8163,2.6391,1.0397,0.4082,0.3498
24146.0,-1.0643,-0.7107,-1.1056,-0.345,-1.206
10686.0,-0.7164,-0.6754,-0.2685,-1.5054,-0.2022
51208.0,0.2832,-0.7428,0.2008,-0.6585,2.0778
9076.0,0.716,-0.052,0.0921,-0.1854,1.2847
49861.0,0.8421,-2.2013,-1.3933,0.7509,-2.2013
137075.0,-0.1584,-0.7834,-1.1552,0.6548,-0.8838
9075.0,0.9391,-3.0098,0.4154,-1.8069,-0.0547
1365.0,-0.8915,-1.1139,-1.1308,0.4352,-3.7738
1364.0,-1.598,-0.0181,-1.7103,-0.0526,-1.3377
7122.0,-1.4639,0.5812,1.2989,-0.5968,-0.1638
9074.0,-0.2685,-0.7131,-0.1657,-0.5158,-1.0474
1366.0,-0.3617,0.3539,-0.1307,1.5163,-0.1222
9073.0,-1.4224,-1.0286,-1.4224,-1.4224,-1.4224
9080.0,0.0017,-1.5849,-1.0693,-0.5878,-2.249
56650.0,0.2069,0.9385,-0.4237,0.5691,-1.0825
125875.0,0.6018,0.1452,-0.8911,1.6091,-0.3119
10462.0,-0.1158,1.6961,0.9069,-0.1716,1.0548
6320.0,-1.5708,2.0628,0.7349,0.3845,0.0384
160364.0,-0.0002,1.3484,1.2079,0.9388,1.6268
161198.0,-1.0832,0.603,1.5181,-0.2382,-0.2493
23274.0,-0.4841,-0.1768,-0.0885,-0.4996,0.4534
388512.0,-0.7658,0.5423,1.1765,-0.4918,-0.0636
348174.0,-0.1038,-0.0516,-0.4732,2.5234,-1.1568
497190.0,-0.6356,0.0239,-0.7633,2.6159,-1.6238
283971.0,-0.2257,1.1375,-1.1056,2.7366,-0.6679
51267.0,-0.5536,1.2334,1.1832,-0.9581,0.5117
9976.0,-0.1108,2.0164,1.6097,1.7605,1.1974
29121.0,1.0364,-1.6914,0.0502,-0.3051,0.5588
154790.0,-1.4868,0.5952,-0.0774,0.6101,-1.4868
7123.0,-1.2449,0.2135,-0.1452,0.5323,-2.0803
50856.0,0.1497,1.1084,1.1848,0.1899,0.7311
338339.0,-0.2439,-0.8054,2.2073,-1.0837,0.1126
26253.0,-0.6507,-0.9769,1.7388,0.1392,1.1971
165530.0,-1.6773,-1.6773,0.4969,1.1756,-1.107
339390.0,-1.2276,2.1783,0.5787,-0.0947,-1.2276
440508.0,2.2653,1.1352,-1.4034,-1.4034,-0.675
23601.0,0.6288,1.4005,0.2255,0.4838,0.7218
93978.0,-1.7505,-1.7505,0.5937,-1.7505,0.2628
64581.0,0.6277,1.1972,1.1235,0.2929,1.0735
283420.0,-1.9831,0.1482,-0.1019,-1.9831,-1.2391
160365.0,-1.1252,-0.4196,1.0781,-0.0859,-0.3225
1047.0,-1.7271,-0.3551,-0.9209,-0.9973,-1.3925
1192.0,-2.3911,-0.9058,0.3452,0.2907,-1.5443
1193.0,-0.4606,0.1176,1.135,0.6937,0.3732
9022.0,-1.315,1.4866,1.3995,0.4329,0.0937
25932.0,0.3845,-0.5454,0.8532,-0.6184,-0.1621
53405.0,-0.0663,-2.2046,0.7797,2.4476,2.057
54102.0,0.9436,-0.3535,0.1662,-0.1076,-0.1029
9685.0,2.0178,-0.2286,-0.9692,-1.5128,-0.2671
6249.0,2.0559,-0.151,1.341,0.7196,1.2843
7461.0,-2.4853,-0.3294,0.8803,-1.1233,-1.5074
25999.0,-1.1405,1.032,1.1432,0.1098,0.0075
79745.0,0.2934,0.3084,1.1222,-0.1231,1.2818
1195.0,1.4539,-0.8267,0.1165,-0.3231,-1.1363
1196.0,2.1695,2.028,0.5094,0.8608,0.7682
1197.0,2.8467,1.9534,0.3746,0.7454,1.1825
1198.0,-1.0499,2.3237,-0.0461,0.9898,-1.6361
57396.0,1.9859,-0.4102,0.4336,-0.0156,-0.9957
574028.0,-1.3523,0.1501,-1.4277,-0.5863,-1.3523
574016.0,-0.6307,-0.0786,-1.4561,-1.4561,-1.4561
79789.0,1.1183,-1.601,0.6227,-0.7918,-2.7801
1201.0,-0.5871,-0.5961,-1.0234,-1.2709,-1.5333
1203.0,-0.053,-1.4861,-1.3043,-1.0775,-1.044
54982.0,-0.5533,0.911,0.6347,0.6185,0.735
2055.0,0.5178,1.9101,-0.4678,0.0651,-0.4548
116449.0,-1.7565,0.722,1.8235,1.3332,-0.3553
1207.0,-1.3719,-1.061,-0.6109,-1.1324,-0.7919
9575.0,1.29,-0.0034,-0.6233,-1.3463,-0.5592
10978.0,-1.9343,-0.003,0.5119,-0.386,0.1811
81570.0,-1.5447,1.1712,-0.4763,-0.316,1.3956
8192.0,-0.9781,1.2606,0.0862,0.3943,0.6123
1209.0,-2.21,1.8584,0.4611,0.5999,-0.3106
81037.0,-1.4446,1.9144,0.3593,-0.4077,-0.8175
10845.0,0.4411,-1.5677,0.5336,-0.1682,1.2802
119467.0,-0.9516,-0.8911,-3.1974,-1.8098,-4.2704
63967.0,1.423,-0.1703,1.1949,-0.4298,1.0881
22883.0,-1.0441,1.2425,0.3095,0.6541,0.1226
64084.0,-1.1258,0.2253,-0.3304,-0.6323,-1.7425
9746.0,0.1159,1.8052,0.055,2.4906,1.0222
1211.0,-1.8381,-0.4153,0.2983,0.7873,-1.0327
1212.0,-0.8439,3.0362,0.2087,0.9269,0.2521
1213.0,-0.0053,-0.7632,0.5603,-1.1409,0.3424
8218.0,0.2803,1.2207,0.4535,1.2434,0.1706
1191.0,-0.9244,0.5312,0.85,0.3597,-0.8153
23059.0,-0.1525,-0.6398,2.7138,0.5251,0.9999
27098.0,2.0145,-0.7587,0.6141,-1.5936,0.4784
157807.0,-0.5109,0.309,-0.1974,-1.9407,-1.2869
171425.0,-0.064,-2.112,-0.8107,-0.2955,-1.31
8418.0,0.6095,-0.9866,0.8863,-0.3269,0.1641
55907.0,-0.0402,-0.7096,-2.0014,-1.7493,-0.5768
134147.0,-0.0939,0.5477,0.4082,0.314,0.2447
152100.0,0.2724,-1.4074,-1.0763,-1.4051,-2.8089
80790.0,-0.3772,0.1271,0.0696,-0.0387,-1.9345
1240.0,-0.0253,1.4325,1.6365,0.4614,1.7285
51727.0,1.1243,-3.0497,0.8182,-1.6063,-1.6995
129607.0,1.0407,1.3177,1.7966,1.8329,2.4251
113540.0,1.9981,0.6679,1.3356,-0.9332,-0.8951
146225.0,-0.7643,0.7348,1.2974,0.5631,-0.6226
123920.0,-0.9818,1.8002,1.1518,0.6761,0.3013
146223.0,0.682,-2.1478,-2.4685,-1.2139,0.1295
54918.0,1.2298,-1.3613,0.3794,-0.9084,-0.5981
112616.0,-0.4687,0.6938,0.7116,0.8154,1.2098
152189.0,-0.3792,-0.7396,-0.8046,-0.1446,-1.2773
202333.0,-0.3855,2.1882,0.7595,1.9035,-0.229
150384.0,-1.6373,1.9778,0.1325,0.3305,-0.9858
7555.0,-1.0893,-0.2244,-0.3496,-1.5272,-0.3951
84735.0,0.0876,-1.0704,-0.7293,0.1359,-1.0704
55748.0,-1.4243,0.2834,2.6582,2.086,1.7855
84518.0,1.2074,1.8524,-0.5448,0.5108,0.0071
1259.0,0.1622,-2.2072,-1.7755,-0.3147,-1.681
1261.0,0.2869,-1.6668,0.4445,-0.2749,0.1462
1262.0,-0.1743,-1.9904,0.5978,-0.0956,-1.9904
1258.0,-1.5628,-1.5628,-0.774,-1.5628,-1.5628
10175.0,1.0155,-0.4018,-0.5944,-0.6656,-0.53
254263.0,1.6109,0.7211,0.3174,1.8463,0.3065
149111.0,-2.4663,0.7161,0.1561,-0.1561,-0.1204
29097.0,0.0134,-0.2747,-0.6694,-0.8395,-0.3823
10256.0,-0.7063,0.7132,0.2162,0.6396,0.0767
22866.0,-1.4263,-1.4263,-0.2211,-1.4263,-1.3012
154043.0,0.1853,-1.9398,-0.1624,-0.2126,-0.0112
1264.0,-1.052,0.4268,1.3053,-0.3879,-0.0905
1265.0,-2.2843,1.5482,1.3064,1.724,-0.2631
1266.0,-0.3782,0.6281,0.2348,0.101,-0.1639
26507.0,-0.8005,-0.7639,0.2644,0.2357,-0.5012
54805.0,-1.2583,1.4828,0.6878,-0.1051,0.4299
26505.0,-0.9787,-0.7137,-0.4086,-0.7334,1.2332
26504.0,-0.1691,-0.5362,-0.1133,1.3331,1.3329
55330.0,-1.7605,1.6788,-0.2287,-0.2966,-0.4902
25904.0,1.1645,-2.1119,0.0387,-0.0001,0.73
23019.0,0.0327,-0.7517,-0.6378,-0.3631,0.2227
4848.0,0.6936,0.7839,-0.0702,0.3648,0.9395
4849.0,-1.3611,2.8228,0.4306,0.6491,0.564
4850.0,1.1043,-1.6369,-0.1998,-0.2445,-0.7091
57472.0,2.0734,-0.511,0.6265,-0.7734,1.2478
246175.0,1.4312,-2.3244,0.6554,-0.191,0.4814
29883.0,-0.5591,-1.5491,0.3261,-0.3039,-0.1511
9337.0,0.8152,-0.8058,-0.7078,-1.286,-0.9161
1267.0,-1.1272,1.4496,3.5019,0.8719,1.1271
10330.0,-1.7824,0.2844,-0.2231,2.2295,1.1584
10695.0,-2.2249,-0.5174,0.6637,1.5609,0.3576
245812.0,-2.1279,-0.1338,0.6563,-0.3293,-0.844
1268.0,-1.7082,-0.2154,0.8038,-0.5,-0.6476
1269.0,-1.4501,-0.8491,1.0313,-0.5897,-0.4117
25927.0,-0.8007,1.1087,0.8895,-0.73,-0.2447
163882.0,0.7477,-2.4554,-1.0564,-0.9339,-1.8518
124817.0,0.8377,-2.8279,2.1081,0.3162,-1.6697
79935.0,0.3123,1.3971,0.9032,1.1988,0.4009
1270.0,1.108,-1.7936,-1.0449,-0.1236,0.4301
1271.0,-0.3803,0.6133,-1.3387,-0.3434,-1.3387
54875.0,0.6505,-1.0806,1.1706,0.3959,0.6381
1272.0,-1.5644,0.5422,0.2127,-0.4889,-0.6277
6900.0,-0.114,-1.5548,0.4795,-0.8735,-1.5548
5067.0,0.6273,-0.98,-0.9666,-0.8375,-0.7397
152330.0,-0.4686,0.6176,0.6787,-1.0155,-0.6844
53942.0,-1.3486,-1.3486,-1.3486,-1.3486,-1.3486
8506.0,-0.6252,1.1645,1.4594,-0.0975,0.2617
26047.0,0.9661,-0.0839,-0.3918,-0.6496,0.3372
79937.0,0.5583,1.934,1.933,-1.6726,0.0203
116840.0,0.6683,0.9457,1.1388,0.5092,0.3306
80347.0,-1.9361,1.3296,-0.5733,0.2841,0.5907
23242.0,-0.4272,-0.2117,0.3745,0.0017,-0.0622
22837.0,1.1357,-1.594,-0.9014,-1.2248,-0.3161
25920.0,-1.4058,1.5575,0.1783,2.648,0.6913
1690.0,-1.0988,-1.5094,-1.4258,-0.5359,-1.8081
9382.0,-1.1122,0.0626,0.8343,0.7021,-0.2672
22796.0,1.5495,-2.8325,-0.0669,-0.5883,-0.6843
83548.0,0.7869,-1.2103,-1.112,-0.8483,-1.7101
25839.0,-0.5625,1.596,0.7824,-0.1474,-1.0777
10466.0,-0.0389,-2.6987,-0.7459,-0.5253,-0.9824
57511.0,0.4938,-2.2578,-0.525,-1.086,-1.5413
91949.0,-1.1053,0.8275,0.1234,0.8939,-0.1884
84342.0,-1.3249,0.0066,0.8635,-0.0101,0.7794
8161.0,0.6533,-1.9357,-0.6489,-0.9945,-1.7332
1300.0,-0.435,1.0814,0.9116,0.4986,0.348
1301.0,-0.2759,1.108,1.1905,0.2132,0.567
1302.0,-0.1175,0.9345,-0.4855,2.0231,1.1851
1303.0,0.0288,0.3093,0.8779,-0.0424,-0.5488
1305.0,0.0657,-0.1293,1.3638,0.4217,-0.6406
7373.0,-0.4582,-0.349,0.8177,-1.0566,-0.5654
1306.0,-0.5193,0.7322,1.3993,-0.6508,0.3447
1307.0,-0.6555,0.8981,0.9538,0.6448,-0.8366
1308.0,0.4765,-0.3203,-1.5629,-1.2907,0.0752
80781.0,-0.0956,1.383,1.0564,-0.067,0.6288
1310.0,-1.653,-1.653,-0.5766,-1.653,-0.826
1277.0,-0.6774,1.626,1.3787,0.4087,0.1005
1278.0,-0.5845,1.3253,1.2716,0.0669,-0.0478
81578.0,1.0936,-2.5928,-0.2788,0.5884,-2.1843
169044.0,-1.0997,0.9895,0.7661,-0.9716,-0.9956
91522.0,-0.6428,1.1627,0.8179,-0.5757,-0.3634
255631.0,0.1063,0.4468,1.4484,-0.1178,-1.2083
84570.0,-1.4973,-1.4973,-0.3681,0.1009,-1.4973
85301.0,1.1891,1.1775,0.0555,1.0833,0.7941
340267.0,1.7136,-1.4826,-0.4687,-0.1132,-1.8592
1280.0,-0.9271,-1.4236,-1.4236,-1.4236,-1.1482
1281.0,-0.5962,1.2534,1.1572,-0.1991,-0.1701
1282.0,0.3127,0.1917,0.7619,-0.7041,-0.1407
1284.0,-0.2012,0.6259,0.863,-0.5423,-0.0429
1285.0,-0.8376,-0.812,0.1973,-0.6299,-0.141
10087.0,0.468,1.3528,0.7257,-0.5034,1.1245
1286.0,-0.2094,-0.3375,0.2679,-0.0402,0.1363
1287.0,0.8697,-1.2942,-1.4497,-1.1503,-1.3885
1288.0,1.0085,-2.271,-1.6496,-1.216,-1.1622
1289.0,-0.4871,1.0709,0.9913,0.2946,-0.1159
1290.0,-0.1539,1.0219,1.0754,-0.1959,-0.0572
50509.0,-0.3629,1.2273,0.9329,0.15,-0.0002
1291.0,-1.0372,3.426,1.0192,0.194,-0.2251
1292.0,-1.3387,2.1281,1.2064,0.2374,0.0525
1293.0,-0.5316,1.2235,0.8174,0.1169,0.3085
646300.0,-0.1971,0.6308,0.603,1.0003,0.7395
131873.0,0.0903,0.1306,0.515,-1.4866,-0.3633
1294.0,0.007,1.0438,0.2836,1.6927,-0.7271
1295.0,-0.3893,1.3428,0.4591,0.0037,0.7062
1296.0,-0.734,1.0096,0.804,-0.2624,1.12
1297.0,0.4383,-1.5294,-1.7065,-1.3732,-1.8047
1298.0,0.4638,-0.5793,1.7692,1.3321,0.0288
1299.0,-0.7427,-0.9358,-0.7697,-1.0992,-1.0208
10584.0,-2.1715,-0.7385,-2.1715,-1.087,-2.1715
78989.0,-1.0666,0.1689,0.1445,-0.5895,0.1534
81035.0,-0.2921,1.0806,0.7306,-0.119,1.1187
8292.0,-0.2323,0.9424,0.9093,2.2262,1.3039
51397.0,0.3992,-2.3328,-0.1025,-0.8942,0.3621
150684.0,-1.5654,-0.5889,0.7427,-0.0813,-0.9363
51122.0,0.1996,-1.559,-0.4462,-0.8343,-0.0763
23412.0,0.1935,-0.7584,0.7416,-0.3729,-0.9575
54939.0,-0.5426,1.6181,0.922,0.4467,0.5859
28991.0,-0.2406,1.1251,-0.6069,-0.5927,-0.7587
170622.0,-0.7361,-1.9541,-0.8068,0.2544,-0.9103
149951.0,-0.892,-1.5031,-0.8574,-0.511,-0.4706
54951.0,1.0256,-1.5695,-0.1646,-1.0884,-0.7118
29099.0,-1.9331,-0.1325,0.6505,0.2207,-0.1784
1311.0,-1.2091,1.4683,0.6653,0.472,0.7731
1312.0,-1.8542,1.8828,0.356,-1.0724,-0.8529
118881.0,-0.3522,0.5496,0.1582,0.7597,0.5209
1314.0,1.44,-0.7433,-0.5856,-1.4209,-0.4081
1315.0,-0.0146,-0.9852,-0.1864,-0.6277,-0.3244
9276.0,-0.816,-0.7951,0.6195,-2.5094,-0.8945
11316.0,-2.1416,1.7126,0.5316,0.4038,-0.368
26958.0,-0.1224,-1.88,-0.8541,-1.0663,-0.4517
22820.0,-2.0785,1.3004,0.6342,0.3298,-0.4844
9318.0,0.6917,-1.8447,0.1634,-0.9876,-0.2939
8533.0,0.5627,0.1751,0.4284,-0.9143,0.2541
51138.0,0.074,-0.0998,0.3495,-0.6346,-0.0714
10987.0,0.0824,-0.1033,-0.7437,-1.1068,-1.5879
10980.0,-2.4167,1.0972,-0.458,-1.1049,-2.0783
50813.0,-1.5196,3.1833,-0.0422,-0.2745,-0.0735
64708.0,-2.518,0.4892,0.0351,0.0804,1.3257
10920.0,-1.3754,-1.6038,-0.3636,-0.6539,-0.1935
22818.0,-1.5223,0.8697,-0.406,0.716,-0.1757
51226.0,-1.4172,0.6133,1.1226,0.4232,-0.2693
93058.0,1.8579,2.9521,1.2784,2.3821,0.9633
80219.0,0.3303,-0.1717,0.8254,0.4768,-1.3442
27235.0,0.9648,-0.6674,0.7238,-0.3978,0.9564
51805.0,0.4487,-0.2257,-0.2807,0.5772,1.1758
51117.0,-0.8834,1.287,0.6933,2.7205,0.6714
84274.0,-0.83,0.0978,-0.0416,0.9382,1.34
51004.0,0.0879,1.1477,0.4499,-0.887,-0.1335
10229.0,-0.002,-1.8013,-0.3453,-0.2729,-0.0829
57017.0,-1.6559,-0.3327,-0.5223,0.4191,0.4906
10699.0,-0.4185,0.7484,0.5782,-0.4147,-0.0171
11151.0,-0.3345,1.6855,1.0872,0.6063,0.6541
57175.0,-1.265,2.0997,0.3915,0.4825,-0.4192
23603.0,-1.3362,1.7449,0.5032,-0.4366,0.7687
7464.0,0.325,-1.6669,-1.3506,0.7171,-0.8763
10391.0,0.4785,2.5089,-0.2559,0.0358,-0.7955
84940.0,-0.2819,1.6112,1.2077,1.1137,-0.9077
79585.0,-0.67,1.1402,-0.7029,0.8882,0.891
1325.0,0.6028,0.2825,1.757,2.8562,1.1704
23406.0,0.0067,0.5209,1.024,-0.3873,0.1643
1352.0,0.6187,-0.1409,0.1159,0.4021,1.2027
1353.0,0.9274,-0.7163,-0.731,-1.2654,-0.2437
1355.0,0.5322,-0.7734,0.0735,-0.9573,-0.0219
51241.0,1.2996,-2.9482,-0.1962,-0.8433,-1.2017
10063.0,-0.0214,-1.2215,0.3149,-0.602,-1.5339
285521.0,0.7101,-0.6181,-0.0503,-1.0163,-0.8151
90639.0,1.5527,-2.1919,-0.7079,0.8295,-0.56
1327.0,-2.0214,0.3091,-0.4395,0.7383,-0.3053
84701.0,-0.0269,0.3077,0.9904,-1.2368,-2.1169
10328.0,-1.421,0.8976,-0.2649,0.3212,0.4677
9377.0,-0.5838,-0.1027,-0.829,0.0278,-0.492
1329.0,-1.4478,-0.5987,-0.3147,1.099,-0.8133
1337.0,-2.2936,2.0647,-0.6046,1.4851,0.5133
1340.0,-2.5136,-0.092,-0.4135,0.7442,-1.4917
125965.0,-0.1947,1.0072,-1.01,1.509,0.5433
1345.0,-0.2769,-0.73,-0.6982,0.4366,-0.1196
1346.0,-2.0881,0.9154,1.2522,-0.0784,-0.7337
1347.0,-0.8486,-1.6822,-0.3662,0.0236,-1.4322
9167.0,-0.7604,-1.7577,-0.5423,-1.1683,-1.6043
1349.0,-1.6824,0.5578,-0.3875,0.9694,-1.3258
1350.0,-1.1808,-0.2497,0.397,0.3862,-0.3474
1351.0,-1.3783,2.008,0.0082,1.0358,0.0093
9738.0,1.4533,-1.5122,0.7413,-0.2712,-0.2495
1356.0,0.4946,-0.4692,3.5404,0.009,1.4987
1358.0,-1.2526,-0.8663,-1.2526,3.2902,-0.8217
1359.0,-0.0343,-0.2054,-0.1838,0.3046,0.0375
51200.0,-0.9604,2.6192,-1.3013,-0.7301,-1.2648
93979.0,-1.3731,-1.3731,2.1378,-0.0674,-1.3731
57094.0,0.6761,-0.0781,-1.5364,-1.7695,-1.4018
27151.0,-0.6816,-0.1751,0.4005,-0.7957,-0.6046
1361.0,-1.2663,-1.2663,-1.2663,-1.2663,-1.2663
1362.0,1.4769,-2.0814,0.7961,-0.7756,0.0379
1363.0,-1.1735,-0.1396,-0.3213,-1.4334,-1.5972
64506.0,-0.284,0.8311,0.8324,-1.495,0.5095
132864.0,1.0262,-0.4555,-0.4165,0.8102,-0.6391
22849.0,1.4319,0.2199,0.8869,-0.3382,-0.6283
80315.0,2.0587,0.0044,0.4024,-0.966,-1.8102
10815.0,-1.6286,0.9239,1.1577,1.0526,0.6323
10814.0,0.1788,-2.1239,-0.1878,-2.1239,-1.6569
594855.0,0.5758,-1.1739,-1.1739,1.7351,-1.1739
1368.0,-0.4728,-0.1503,-0.0834,0.0368,0.3573
1369.0,-0.5308,-1.6939,-1.6939,-1.6939,-1.6939
8904.0,-0.8686,-0.7667,-1.2272,-0.6735,-0.5645
221184.0,-0.8916,0.1059,-1.3031,-0.4212,0.3743
8895.0,0.7132,-0.5929,-0.5588,-1.1674,-0.1894
131034.0,1.0965,-1.3024,0.1993,-1.3024,-1.3024
57699.0,-0.8338,1.0972,1.6961,0.4993,-0.875
9362.0,-0.8432,-1.2111,-0.6233,-0.8044,-1.1643
27132.0,1.3324,0.4874,-0.4847,0.5051,0.6613
144402.0,-0.3357,1.0291,0.353,-1.4222,-0.4735
151835.0,-0.0105,-1.3509,-0.4217,-1.131,-0.0961
130749.0,-1.6867,-1.6867,-0.1796,2.4801,-0.3174
1371.0,1.2154,3.6418,-0.6573,0.3294,1.7618
55313.0,-0.7483,-0.0564,0.2699,-0.1476,-1.5193
1373.0,0.0561,0.6355,-0.4357,1.5629,1.4093
29894.0,0.6873,1.5698,-0.3584,0.5097,0.1356
53981.0,0.8248,-1.6318,0.5313,-0.8642,0.3104
51692.0,-0.4453,-2.6906,0.1395,-0.626,-1.0735
54973.0,-1.1377,1.7306,0.6418,0.6956,0.5981
10898.0,-0.8465,0.5633,-0.5891,-0.7308,0.3261
642843.0,-1.8304,-1.8304,-1.8304,-0.946,-0.2532
11052.0,1.1988,-1.6688,0.2842,-2.6887,0.5468
79869.0,0.1116,-0.0627,0.3147,0.3272,0.8421
1374.0,-0.0117,-0.1863,-0.8443,0.299,-0.1094
1375.0,1.1167,1.9609,0.6353,2.1446,1.0462
126129.0,0.271,2.2353,1.1474,0.2687,-0.1867
1376.0,-0.691,-1.2955,-0.2812,0.7913,0.722
54504.0,1.3835,0.8326,0.8801,0.4554,1.1574
56265.0,-1.0607,2.1898,0.5963,-0.1714,-0.498
119587.0,-1.0002,-0.2631,1.3292,-0.2002,-0.4793
8532.0,-0.9096,1.3972,0.6872,0.2763,-0.4918
1378.0,-0.1161,0.2616,0.8743,-0.1918,1.6001
1379.0,-0.8648,-0.8012,0.7853,0.3269,2.787
1380.0,0.0099,0.3161,1.2889,-0.9932,-0.0834
1381.0,-0.8177,-0.7911,0.1781,-0.3438,-1.4592
1382.0,0.0689,0.1838,-0.0922,0.5281,-1.0193
8738.0,-1.0731,0.2678,-0.3929,-0.6424,-0.6213
57585.0,0.5757,0.6845,-0.3477,0.1845,0.7948
1384.0,0.1716,0.9174,0.7745,1.8191,0.1856
23418.0,-2.0041,-2.0041,0.0538,-0.4618,-2.0041
286204.0,-1.1124,-3.0108,-3.3465,0.3115,-1.4928
